credential_id,credential_name,pathway_node,pathway_level,pathway_tracks,match_score,match_reasons,mapping_status,evidence_status,record_type,official_url
CAND-4A9BA5D44DED3E,collection Prepare for the Atlassian Cloud Organization Admin certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/collection/certification-prep/atlassian-cloud-organization-admin-prep
CAND-717595E1162C22,Earn the Atlassian Cloud Fundamentals certificate,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog
CAND-E812B0C38E0690,Earn the Confluence Administration for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog?product=Confluence
CAND-0036F6682748A2,Earn the Jira Administration for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog?product=Jira
CAND-DFC598F8A9E4E7,Earn the Jira Administration for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog?product=Jira+Service+Management
CAND-86A31016F6CAE3,Earn the Jira Administration for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog
CAND-1936D1960D2F8A,Earn the Managing Jira Projects for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog?product=Jira
CAND-AD9206A5E3C2FD,Earn the Managing Jira Projects for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog
CAND-69929B9AE44E52,Earn the Managing Jira Service Projects for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog?product=Jira+Service+Management
CAND-72EA298D3BAC8E,Earn the Managing Jira Service Projects for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog
CAND-E3C4218A1E00AD,Prepare for the Atlassian Cloud Organization Admin certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/hub/prepare-for-a-certification
CAND-14DD5CC9043F66,Prepare for the Atlassian Cloud Organization Admin certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog?type=Collection
CAND-E935F752BE986A,Prepare for the Atlassian Cloud Organization Admin certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog
CAND-EFC3115F70D97B,Prepare for the Confluence Administration for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/hub/prepare-for-a-certification
CAND-1BA6AFA66D7DC7,Prepare for the Confluence Administration for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog?product=Confluence
CAND-475B726D7039FC,Prepare for the Confluence Administration for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog?type=Collection
CAND-F67F535630B638,Prepare for the Confluence Administration for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog
CAND-4F58DBC90A77D6,Prepare for the Jira Administration for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/hub/prepare-for-a-certification
CAND-3625B8B549EA39,Prepare for the Jira Administration for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog?product=Jira
CAND-7C158393C1894C,Prepare for the Jira Administration for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog?product=Jira+Service+Management
CAND-340837A3E31656,Prepare for the Jira Administration for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog?type=Collection
CAND-B027C712A72EDA,Prepare for the Jira Administration for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog
CAND-17A4B1D2714392,Prepare for the Managing Jira Projects for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/hub/prepare-for-a-certification
CAND-0F7FEBFED86E1C,Prepare for the Managing Jira Projects for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog?product=Jira
CAND-6B1C73032EDA6D,Prepare for the Managing Jira Projects for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog?type=Collection
CAND-4EBDD4C2871BB8,Prepare for the Managing Jira Projects for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog
CAND-03227E04B5718C,Prepare for the Managing Jira Service Projects for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/hub/prepare-for-a-certification
CAND-E92B881BA95CF5,Prepare for the Managing Jira Service Projects for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog?product=Jira+Service+Management
CAND-B6E084120958FE,Prepare for the Managing Jira Service Projects for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog?type=Collection
CAND-EAD90E48DD1349,Prepare for the Managing Jira Service Projects for Cloud certification,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://community.atlassian.com/learning/catalog
CAND-68B0831379B4F6,2. Host an on-campus training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/education/?nc2=h_sol_ind_edu
CAND-109DA3A8C316B7,Accelerating cloud innovation for education,cloud-fundamentals,Foundation,cloud-devops,70,cloud;aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/education/?nc2=h_sol_ind_edu
CAND-F340DC20132D3C,Access AWS Cloud training,cloud-fundamentals,Foundation,cloud-devops,95,cloud;aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/education/?nc2=h_sol_ind_edu
CAND-AD37C304F52D37,Access your AWS Certification Account,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/
CAND-1B91A0FA70C937,accredited instructor.,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/aai/
CAND-BE5016EDBA3FBA,Additional exam-prep resources available to you,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/certification-prep/
CAND-B6864BB3087E0F,AI ML Artificial Intelligence Looking for a clear starting point to help you build a career or knowledge of AI in the AWS Cloud? Learn about AI,cloud-fundamentals,Foundation,cloud-devops,95,cloud;aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/ai/?la=sec&sec=solution
CAND-B6864BB3087E0F,AI ML Artificial Intelligence Looking for a clear starting point to help you build a career or knowledge of AI in the AWS Cloud? Learn about AI,ai-literacy,Explore,ai-engineering,65,artificial intelligence,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/ai/?la=sec&sec=solution
CAND-EA8FB14C33B050,Architect Solutions Architect Looking for a clear starting point to help you build a career or learn how to design applications and systems on AWS? See learning plan,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/architect/?la=sec&sec=role
CAND-6B5090C82AA561,AWS Academy,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/awsacademy/
CAND-C3BF42DD753779,AWS Certification,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/
CAND-BE745450CD0768,AWS Certification digital badges,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/
CAND-2343F35335AFF0,AWS Certification digital badges We provide digital badges as a benefit of earning an AWS Certification to showcase certification status. Exolore more,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/certification-digital-badges/
CAND-DA7600FDDE491E,AWS Certification Exam preparation,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/
CAND-36C2F951F6716D,AWS Certification Exam preparation,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc2=h_rsc_lrn_tc
CAND-C0BDCD0802F1F0,AWS Certification exam preparation,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/certification-prep/
CAND-3F9F4F51600071,AWS Certification Exam preparation,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc1=f_cc
CAND-CA372A397BB676,AWS Certification Exam preparation Prepare for certification exams with training and materials that complement your hands-on AWS experience. Learn more,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/certification-prep/
